strDrink,idDrink,strCategory,strAlcoholic,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Balmoral,11060,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Scotch,Sweet Vermouth,Dry Vermouth,Bitters,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1/2 oz ,2 dashes ,,,,,,,,,,,
Blackthorn,11106,Ordinary Drink,Alcoholic,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,Sloe gin,Lemon peel,,,,,,,,,,,,,1 oz ,1 1/2 oz ,1 twist of ,,,,,,,,,,,,
Bobby Burns Cocktail,11121,Ordinary Drink,Alcoholic,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,Scotch,Benedictine,Lemon peel,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1 1/4 tsp ,1 twist of ,,,,,,,,,,,
Bobby Burns Cocktail,11121,Ordinary Drink,Alcoholic,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,Scotch,Benedictine,Lemon peel,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1 1/4 tsp ,1 twist of ,,,,,,,,,,,
Bobby Burns Cocktail,11121,Ordinary Drink,Alcoholic,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,Scotch,Benedictine,Lemon peel,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1 1/4 tsp ,1 twist of ,,,,,,,,,,,
Bobby Burns Cocktail,11121,Ordinary Drink,Alcoholic,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,Sweet Vermouth,Scotch,Benedictine,Lemon peel,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,1 1/4 tsp ,1 twist of ,,,,,,,,,,,
Boulevardier,17251,Cocktail,Alcoholic,"Stir with ice, strain, garnish and serve.",Campari,Sweet Vermouth,Rye whiskey,Orange Peel,,,,,,,,,,,,1 oz,1 oz,1 1/4 oz,1,,,,,,,,,,,
Clove Cocktail,11255,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Sloe gin,Wine,,,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz Muscatel ,,,,,,,,,,,,
Flying Scotchman,11369,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,
Flying Scotchman,11369,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,
Flying Scotchman,11369,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,
Flying Scotchman,11369,Ordinary Drink,Alcoholic,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Scotch,Sweet Vermouth,Bitters,Sugar syrup,,,,,,,,,,,,1 oz ,1 oz ,1 dash ,1/4 tsp ,,,,,,,,,,,
Highland Fling Cocktail,11476,Ordinary Drink,Alcoholic,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,
Highland Fling Cocktail,11476,Ordinary Drink,Alcoholic,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,
Highland Fling Cocktail,11476,Ordinary Drink,Alcoholic,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,
Highland Fling Cocktail,11476,Ordinary Drink,Alcoholic,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,Scotch,Sweet Vermouth,Orange bitters,Olive,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,2 dashes ,1 ,,,,,,,,,,,
Tipperary,17828,Cocktail,Alcoholic,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Irish Whiskey,Sweet Vermouth,Green Chartreuse,,,,,,,,,,,,,2 oz,1 oz,1/2 oz,,,,,,,,,,,,
Brooklyn,178310,Cocktail,Alcoholic,Combine ingredients with ice and stir until well-chilled. Strain into a chilled cocktail glass.,Rye Whiskey,Dry Vermouth,Maraschino Liqueur,Angostura Bitters,Maraschino Cherry,,,,,,,,,,,2 oz,1 oz,1/4 oz,3 dashes,1,,,,,,,,,,
Dry Rob Roy,11324,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,
Dry Rob Roy,11324,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,
Dry Rob Roy,11324,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,
Dry Rob Roy,11324,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,
Loch Lomond,11658,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,
Loch Lomond,11658,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,
Loch Lomond,11658,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,
Loch Lomond,11658,Ordinary Drink,Alcoholic,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",Scotch,Drambuie,Dry Vermouth,Lemon peel,,,,,,,,,,,,2 oz ,1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,
Old Pal,17827,Cocktail,Alcoholic,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Rye whiskey,Campari,Dry Vermouth,,,,,,,,,,,,,2 oz,1 oz,1 oz,,,,,,,,,,,,
Sloe Gin Cocktail,12224,Ordinary Drink,Alcoholic,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Sloe gin,Dry Vermouth,Orange bitters,,,,,,,,,,,,,2 oz ,1/4 tsp ,1 dash ,,,,,,,,,,,,
Vermouth Cassis,12442,Ordinary Drink,Alcoholic,"Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.",Dry Vermouth,Creme de Cassis,Carbonated water,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,
Broadside,178311,Cocktail,Alcoholic,"Half fill the glass with ice cubes. Crush the wormwood and add to ice. Pour rum, scotch and butters, then serve!",151 proof rum,Scotch,Bitters,Wormwood,Ice,,,,,,,,,,,1 shot,1/2 shot,3 drops,1 Fresh,cubes,,,,,,,,,,
Godfather,11423,Ordinary Drink,Alcoholic,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Scotch,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,
Irish Cream,12820,Homemade Liqueur,Alcoholic,Mix scotch and milk. Add half-and-half. Add rest.,Scotch,Half-and-half,Condensed milk,Coconut syrup,Chocolate syrup,,,,,,,,,,,1 cup ,1 1/4 cup ,1 can sweetened ,3 drops ,1 tblsp ,,,,,,,,,,
Rusty Nail,12101,Ordinary Drink,Alcoholic,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.,Scotch,Drambuie,Lemon peel,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 twist of ,,,,,,,,,,,,
Scotch Sour,12158,Ordinary Drink,Alcoholic,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,
Thriller,12388,Ordinary Drink,Alcoholic,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Scotch,Wine,Orange juice,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger ,1 oz ,,,,,,,,,,,,
Whisky Mac,12518,Ordinary Drink,Alcoholic,Pour both of the ingredients into a wine goblet with no ice.,Scotch,Wine,,,,,,,,,,,,,,1 1/2 oz ,1 oz Green Ginger ,,,,,,,,,,,,,
